0.114354,0.212147,-0.277322,0.351623,-0.432485,0.0930652,0.396962,-0.939127,-0.0706563,-0.331645,-1.56386,0.184387,0.604506,0.484128,-0.8001,1.04895,0.107157,-0.811492,-0.667824,-0.056037,-1.14207,-0.229957,-0.867896,-0.33988,0.443679,0.213385,-1.09839,-0.497299,0.313416,1.10428
-0.113006,-0.50987,0.0205198,-0.0752802,-0.555921,0.125255,-0.0214542,-1.27357,-0.272746,-0.632568,-1.75597,1.62116,0.786786,0.312774,-0.00697094,1.55921,0.473854,-0.176041,-1.24526,-0.366861,-0.594071,0.190265,-0.80658,0.300979,0.482518,0.699536,-0.352101,0.320234,0.719041,1.11328
-0.180461,1.9138,-3.0906,0.197684,-0.668391,1.17049,1.93143,0.88876,-0.681872,0.166893,-2.05298,2.37697,1.13117,0.420943,-0.834588,1.07486,0.449565,0.865815,-1.39624,-2.75019,-1.06506,-0.707499,-0.670526,-0.52461,1.1673,-0.296586,-0.544645,0.745104,1.93459,-0.341108
0.448529,1.03526,-0.557411,-0.485197,-1.03719,-0.292082,1.55196,0.464767,0.22214,-0.74834,-1.81158,0.753575,0.437851,0.567544,-0.823114,0.94836,-0.249492,-0.74513,-0.985281,-1.35166,-0.544186,-0.553213,-1.25346,0.541285,-0.634322,0.370798,-1.01715,0.910284,0.0711126,0.149729
-1.04349,-1.35965,0.876255,0.232604,-1.73987,-0.468124,-0.561027,-0.769921,-0.846754,-0.813268,-2.13855,0.722192,0.359434,-0.0380353,-1.6687,1.4,0.730369,-0.46139,-0.958932,-0.468724,-1.35039,-0.841672,-0.762236,-0.781435,0.335807,0.397335,-1.18136,0.640347,-0.098628,-0.500202
-0.650899,1.01306,-0.525973,-0.626657,-0.62707,0.358866,0.19615,-0.709467,0.232335,-0.983234,-2.02353,1.97174,0.0169153,1.88967,-1.45579,1.25234,1.94822,-1.06124,-0.82013,-0.850147,-1.28368,-0.813509,-0.00539977,0.325061,-0.240717,-0.271775,0.91093,0.691177,-0.0417603,0.456919
0.410325,-0.246806,-0.0252674,0.312451,-0.981177,-0.693721,0.454509,-1.6532,-0.82447,-1.17295,-0.535569,1.79849,0.590495,-0.684096,-0.746286,1.3351,1.25521,-0.128681,-1.18777,-0.0672973,-0.458949,-0.711814,-0.642298,0.412936,-0.0478969,0.92324,-0.0833768,-0.0371568,0.690395,0.197312
-0.598791,0.185559,-0.56637,0.553294,0.0588311,0.65361,0.662199,0.0394941,-0.789364,0.131256,-2.36787,0.551373,0.740034,-0.756062,-1.01388,0.349313,-0.608131,0.584435,-0.941022,-1.39237,-0.967879,-0.269112,-0.586724,0.558292,0.529683,-0.70765,-1.02141,0.350586,0.459758,0.463635
0.351023,2.62084,-0.627595,-1.17742,-2.22788,0.237183,0.0251526,-2.59364,0.826972,-0.956519,-2.25322,2.28736,1.47211,0.809227,-0.364035,2.74635,1.36185,1.25055,0.596279,-1.64931,-3.10515,-0.856198,0.167264,-1.83118,0.597316,0.806415,0.184764,0.69767,0.51131,2.52278
-1.38488,0.687519,0.0164236,0.649186,-0.784742,0.279074,1.10732,-0.251741,-0.624463,0.453871,-1.01417,0.814027,0.035832,0.55606,-1.04329,0.828561,-0.280744,-0.091005,-0.244847,-0.931054,-0.434785,0.213524,-0.345502,-0.343814,1.15141,-0.607379,-1.34775,-0.265448,0.0846452,0.552023
-0.38714,-0.383464,0.332984,-0.0501973,-1.09207,0.0180741,0.278357,-0.320484,-0.792563,-0.637477,-1.31199,1.0787,0.389298,-0.0526969,-0.519623,1.25774,0.174002,-0.820712,-0.931849,-0.859888,-0.0299384,-0.913045,-0.0564304,-0.254879,-0.132215,-0.0864727,-0.759487,1.64356,-0.293789,1.15451
-0.545834,-0.633815,0.7299,0.0299334,-0.768732,-0.711074,0.517283,-0.367076,-1.07766,-0.50289,-1.28672,1.09129,0.677994,0.662473,-1.07941,0.874186,0.324843,0.090752,-0.716125,-0.449593,-0.630593,-0.325167,-0.650372,-0.343866,-0.242599,0.476956,-0.478655,0.830902,-0.428111,-0.065845
-0.196152,0.944807,0.336213,0.196793,-0.711519,0.114473,1.72555,-0.172518,-0.490189,0.926148,-1.53304,1.72683,0.235751,0.96374,-0.782045,1.65429,-0.0184592,0.417347,-1.12105,-0.932686,-1.98579,0.623352,-0.226049,-0.200287,0.304876,-0.774772,-2.00657,-0.392812,1.55514,1.38166
0.349759,1.24258,-0.42032,-1.9569,-1.78347,0.0348558,-0.154967,-1.47436,0.725467,-0.443774,-1.31706,1.8342,1.39194,0.177336,-0.872747,1.71553,0.832047,0.207558,0.63659,-1.70522,-1.15075,-0.531312,0.500889,-0.855667,0.795753,0.692817,0.0496845,1.2633,0.194523,0.574285
-0.0218321,0.766398,0.130992,0.284945,0.0187854,-0.578027,1.08757,-1.05385,-0.746012,-0.129221,-1.31072,0.384562,0.377123,0.580407,-0.824477,0.701554,-0.309776,0.705128,-0.411119,-0.647279,-0.0611921,0.181103,-0.804951,0.2631,0.590702,0.00384681,-0.438179,0.18284,0.696666,0.732186
-0.983411,0.468814,-0.815763,0.764952,-0.450684,-1.24674,2.06038,-0.0208173,-0.203117,-0.860548,-1.84792,1.32104,0.934837,1.46879,-0.889486,0.922317,-1.42947,1.69279,1.06927,-0.234389,-0.693572,-0.331399,-0.765084,0.850839,0.617145,0.843603,-1.16987,-0.0381789,0.346281,0.397076
-0.312255,0.333968,-0.300369,-0.356033,-0.0790709,0.45361,0.754095,0.157764,-0.667225,-0.170993,-1.54365,1.23054,-0.366898,1.14683,-0.996597,0.770468,-0.367537,0.382555,0.377698,0.139799,-0.888321,-0.326775,-0.423875,-0.168239,0.25429,0.014412,-0.994409,-0.0859268,0.913646,0.145196
-0.649228,-0.847025,0.980685,-0.74715,-0.399079,-0.197918,-0.182393,-0.0720038,-0.263034,-0.16199,-1.11541,1.0711,-0.0199019,-0.089144,-0.4429,0.0525862,0.112832,-0.441541,-0.300607,-0.67753,-1.03238,-1.04665,-0.908775,-0.0132994,0.768978,-0.0282089,-0.905222,0.779113,0.418751,-0.551779
0.165969,0.554539,-0.641975,-0.325034,-0.784985,0.654027,0.0600238,-0.142469,0.018817,-0.638619,-0.620264,0.224655,-0.194286,0.52111,-0.852664,1.02298,0.287941,-0.504168,-0.903106,-0.0741183,-0.314018,-0.145364,-0.666892,-0.262413,0.260321,-0.230673,-0.476591,0.0394052,0.121407,0.374023
-1.30869,-1.18649,0.628734,-0.405496,-1.29185,-0.0459277,0.416777,-0.122637,-0.329476,0.340105,-1.41927,1.46844,-0.586367,0.199866,-0.404118,0.994971,0.748945,0.0945997,-0.582781,-0.79737,-0.30364,0.090175,-0.0369019,0.105861,0.247479,-0.552018,-0.465483,0.825994,-0.178899,-0.75958
-1.41883,-1.32384,1.69557,0.109329,-0.70246,-0.30843,0.693292,-0.0685464,-0.874087,-0.910621,-1.02681,1.29298,0.316126,-0.27247,-0.659932,0.867242,0.655437,-0.731223,-0.106716,-1.19789,-1.7698,-0.580271,-0.622647,-0.906602,-0.111855,0.212927,-1.23279,1.47582,0.504815,-0.0499942
-0.645108,-0.0671627,-0.0627548,-1.45506,-0.936651,0.475461,0.955843,-1.48043,-1.06162,-1.02524,-2.01556,2.71965,1.16094,-1.09823,0.114273,1.64871,0.287195,0.422203,1.05233,-1.07908,-0.926018,0.851641,0.686796,-0.949921,-0.214788,0.867732,-0.580203,-0.398937,-0.696635,0.9435
-0.457628,-0.28709,-1.25911,1.18978,-0.329046,0.424172,0.0729394,-0.626979,-0.175477,-0.225171,-2.56284,1.11412,0.962204,1.01271,-0.497344,1.88761,0.381008,-0.0907241,0.104531,-1.19228,-0.946897,0.453219,-1.47513,-0.78229,0.913886,0.340799,-1.4851,-0.0319517,-0.652356,1.33257
0.0950872,-0.584219,0.134076,-1.96358,-1.18483,0.0746105,0.355587,-1.23198,-0.326337,-0.807562,-1.88771,1.63421,0.487959,-0.131038,0.0202096,1.54739,0.140179,-0.570028,0.204076,-0.87339,-1.41426,0.175021,-0.311254,-1.21639,-0.194057,0.492088,-0.0610254,0.126184,-0.603916,0.0243773
-1.78602,-0.286676,-1.45116,-1.16203,-0.472663,1.83495,0.979219,1.28078,-0.605472,-1.58966,-1.87955,2.19422,0.548605,-0.666225,-0.0417876,2.33213,1.07001,-1.51237,-1.10303,0.108223,-3.5229,0.338483,-0.0650645,-1.86958,-1.46284,-0.759001,-0.685834,2.31227,-0.151142,-0.155311
-0.845709,0.00262009,0.342983,0.125906,-1.49503,-0.226888,1.19955,-0.214425,-0.2507,0.594426,-1.9419,2.03693,0.591604,1.58608,-0.31884,0.831216,0.236906,-0.123663,-1.07274,-0.564359,-0.679114,0.0532924,-0.263363,0.481579,0.0851791,-0.461047,-1.55916,0.61504,-0.100866,0.0361938
-0.682073,0.220488,0.147116,0.244128,-0.26786,-0.0501372,0.33003,-1.30961,0.268835,-0.121604,-1.68323,1.14278,0.899178,1.15721,-1.10893,1.12936,-0.177281,0.173853,-0.848215,-0.700195,-0.678339,0.0839191,-1.06969,0.357631,-0.761524,-0.0439667,-1.24018,-0.655936,0.298373,-0.260591
0.402172,0.26853,-0.0103331,-0.162642,-1.35218,-0.352503,-0.10639,-0.276034,-0.53355,-0.490237,-1.35483,1.09635,0.332303,-0.492158,-0.380114,0.871931,0.317862,-0.868084,-1.58451,-0.754811,-0.633187,-0.464926,-1.13417,0.352714,-1.01972,-0.070167,-0.881807,0.429901,0.290903,0.782959
0.0919176,-0.334754,0.415503,0.295603,-0.653352,0.165274,0.288596,-0.333993,-0.884734,-1.30922,-1.14747,0.905793,0.681265,-0.49132,-0.425574,1.09892,0.566883,-0.28264,-0.825345,-0.961545,-1.09403,-0.470989,-0.335317,-0.0776413,-0.132806,0.0221725,-0.599671,1.13735,-0.0605248,0.162515
